챕터,회차,에피소드,게시일,URL
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제126화,「부모」,2013/10/13 19:00,https://ncode.syosetu.com/n9669bk/138/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제127화,「앞을 향해」,2013/10/14 19:00,https://ncode.syosetu.com/n9669bk/139/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제128화,「돌아가자」,2013/10/15 19:00,https://ncode.syosetu.com/n9669bk/140/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제129화,「귀환」,2013/10/16 19:00,https://ncode.syosetu.com/n9669bk/141/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제130화,「보고」,2013/10/17 19:00,https://ncode.syosetu.com/n9669bk/142/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제131화,「수라장」,2013/10/19 19:00,https://ncode.syosetu.com/n9669bk/143/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,제132화,「묘비 앞에서」,2013/10/20 19:00,https://ncode.syosetu.com/n9669bk/144/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제13장 청소년기 · 미궁 편,간화,"「미친개의 검, 무거운가 날카로운가」",2013/10/21 19:00,https://ncode.syosetu.com/n9669bk/145/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제133화,「록시 교사가 되다」,2013/11/23 19:00,https://ncode.syosetu.com/n9669bk/146/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제134화,「3학년」,2013/11/24 19:00,https://ncode.syosetu.com/n9669bk/147/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제135화,「트레이닝 위드 노른」,2013/11/25 19:00,https://ncode.syosetu.com/n9669bk/148/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제136화,「내가 키웠어」,2013/11/26 19:00,https://ncode.syosetu.com/n9669bk/149/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제137화,「위엄 있는 아버지」,2013/11/27 19:00,https://ncode.syosetu.com/n9669bk/150/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제138화,「수왕급」,2013/11/28 19:00,https://ncode.syosetu.com/n9669bk/151/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제139화,「결혼식」,2013/11/29 19:00,https://ncode.syosetu.com/n9669bk/152/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제140화,「양손에 꽃」,2013/11/30 19:00,https://ncode.syosetu.com/n9669bk/153/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제141화,「생일회」,2013/12/01 19:00,https://ncode.syosetu.com/n9669bk/154/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제142화,「졸업식」,2013/12/02 19:00,https://ncode.syosetu.com/n9669bk/155/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,제143화,「제4단계」,2013/12/03 19:00,https://ncode.syosetu.com/n9669bk/156/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제14장 청년기 · 일상 편,간화,「새로운 검왕의 탄생」,2013/12/04 19:00,https://ncode.syosetu.com/n9669bk/157/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제144화,「공성새채(空中城塞)」,2014/01/06 19:00,https://ncode.syosetu.com/n9669bk/158/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제145화,「펠기우스와의 알현」,2014/01/07 19:00,https://ncode.syosetu.com/n9669bk/159/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제146화,「과거와 저주와 소환과 질투」,2014/01/08 19:00,https://ncode.syosetu.com/n9669bk/160/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제147화,「통곡」,2014/01/09 19:00,https://ncode.syosetu.com/n9669bk/161/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제148화,「다시 마대륙으로」,2014/01/10 19:00,https://ncode.syosetu.com/n9669bk/162/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제149화,「키시리카를 찾아서」,2014/01/11 19:00,https://ncode.syosetu.com/n9669bk/163/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제150화,「불사마왕과의 알현」,2014/01/12 19:00,https://ncode.syosetu.com/n9669bk/164/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제151화,「불사마왕과의 결투」,2014/01/13 19:00,https://ncode.syosetu.com/n9669bk/165/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제152화,「공성새채에서의 하루」,2014/01/14 19:00,https://ncode.syosetu.com/n9669bk/166/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제153화,「터닝포인트 4」,2014/01/15 19:00,https://ncode.syosetu.com/n9669bk/167/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제15장 청년기 · 소환 편,제154화,「끝과 시작」,2014/01/17 19:00,https://ncode.syosetu.com/n9669bk/168/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제155화,「일기 · 전반」,2014/02/17 19:00,https://ncode.syosetu.com/n9669bk/169/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제156화,「일기 · 후반」,2014/02/18 19:00,https://ncode.syosetu.com/n9669bk/170/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제157화,「각오」,2014/02/19 19:00,https://ncode.syosetu.com/n9669bk/171/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제158화,「나나호시의 가설」,2014/02/20 19:00,https://ncode.syosetu.com/n9669bk/172/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제159화,"「편지, 닿다」",2014/02/21 19:00,https://ncode.syosetu.com/n9669bk/173/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제160화,「준비」,2014/02/22 19:00,https://ncode.syosetu.com/n9669bk/174/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제161화,「준비 완료」,2014/02/23 19:00,https://ncode.syosetu.com/n9669bk/175/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제162화,「진흙탕 대 용신」,2014/02/25 19:00,https://ncode.syosetu.com/n9669bk/176/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제163화,「광검왕 대 용신」,2014/02/26 19:00,https://ncode.syosetu.com/n9669bk/177/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제164화,「에리스 그레이라트 · 전반」,2014/02/27 19:00,https://ncode.syosetu.com/n9669bk/178/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제16장 청년기 · 인신(人神) 편,제165화,「에리스 그레이라트 · 후반」,2014/02/28 19:00,https://ncode.syosetu.com/n9669bk/179/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제166화,「소환」,2014/04/01 19:00,https://ncode.syosetu.com/n9669bk/180/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제167화,「설명」,2014/04/01 21:00,https://ncode.syosetu.com/n9669bk/181/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제168화,「첫 임무로」,2014/04/02 19:00,https://ncode.syosetu.com/n9669bk/182/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제169화,「수호마수」,2014/04/03 19:00,https://ncode.syosetu.com/n9669bk/183/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제170화,「남자회」,2014/04/04 19:00,https://ncode.syosetu.com/n9669bk/184/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,간화,「여자회」,2014/04/05 19:00,https://ncode.syosetu.com/n9669bk/185/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제171화,「루크」,2014/04/06 19:00,https://ncode.syosetu.com/n9669bk/186/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제172화,「마음을 정하다」,2014/04/07 19:00,https://ncode.syosetu.com/n9669bk/187/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제173화,「협력 체제」,2014/04/08 19:00,https://ncode.syosetu.com/n9669bk/188/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제174화,「갑룡왕과 제2공주」,2014/04/09 19:00,https://ncode.syosetu.com/n9669bk/189/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,제175화,「아스라 왕국에 가기 전에」,2014/04/10 19:00,https://ncode.syosetu.com/n9669bk/190/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,간화,「흑랑의 검왕」,2014/04/11 19:00,https://ncode.syosetu.com/n9669bk/191/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제17장 청년기 · 왕국 편,세계지도 3,,2014/05/22 19:00,https://ncode.syosetu.com/n9669bk/192/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제176화,「아스라 왕국으로 출발」,2014/05/22 19:00,https://ncode.syosetu.com/n9669bk/193/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제177화,「적룡의 위턱」,2014/05/23 19:00,https://ncode.syosetu.com/n9669bk/194/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제178화,「추측」,2014/05/24 19:00,https://ncode.syosetu.com/n9669bk/195/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제179화,「아리엘의 선택」,2014/05/25 19:00,https://ncode.syosetu.com/n9669bk/196/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제180화,「트리스티나」,2014/05/26 19:00,https://ncode.syosetu.com/n9669bk/197/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제181화,「도중」,2014/05/27 19:00,https://ncode.syosetu.com/n9669bk/198/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제182화,「왕도 알스」,2014/05/28 19:00,https://ncode.syosetu.com/n9669bk/199/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제18장 청년기 · 아스라 왕국 편,제183화,「새벽 어둠의 사투」,2014/05/29 19:00,https://ncode.syosetu.com/n9669bk/200/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제184화,「아리엘의 전쟁터」,2014/05/30 19:00,https://ncode.syosetu.com/n9669bk/201/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제185화,「루데우스의 전쟁터」,2014/05/31 19:00,https://ncode.syosetu.com/n9669bk/202/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제186화,「루크의 폭주」,2014/06/01 19:00,https://ncode.syosetu.com/n9669bk/203/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제187화,「오르스테드의 진실과 왕도의 10일간」,2014/06/02 19:00,https://ncode.syosetu.com/n9669bk/204/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제188화,「이별의 수련과 실피의 변화」,2014/06/03 19:00,https://ncode.syosetu.com/n9669bk/205/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제189화,「귀환과 결의」,2014/06/04 19:00,https://ncode.syosetu.com/n9669bk/206/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제190화,「근황」,2014/07/03 19:00,https://ncode.syosetu.com/n9669bk/207/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,간화,「일의 한 예」,2014/07/04 19:00,https://ncode.syosetu.com/n9669bk/208/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제191화,「빌려온 고양이」,2014/07/05 19:00,https://ncode.syosetu.com/n9669bk/209/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제192화,「입학식과 학생회장」,2014/07/06 19:00,https://ncode.syosetu.com/n9669bk/210/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제193화,「연구 진척」,2014/07/07 19:00,https://ncode.syosetu.com/n9669bk/211/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제194화,「가정 해체의 조짐」,2014/07/08 19:00,https://ncode.syosetu.com/n9669bk/212/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제195화,「창업」,2014/07/09 19:00,https://ncode.syosetu.com/n9669bk/213/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제196화,「사내 벤처」,2014/07/10 19:00,https://ncode.syosetu.com/n9669bk/214/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제197화,「도르디아 마을 재방문」,2014/07/11 19:00,https://ncode.syosetu.com/n9669bk/215/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제198화,「육포 살인 사건」,2014/07/12 19:00,https://ncode.syosetu.com/n9669bk/216/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제19장 청년기 · 부하 편,제199화,「다음 전투」,2014/07/13 19:00,https://ncode.syosetu.com/n9669bk/217/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제200화,「자노바의 결의」,2014/08/21 19:00,https://ncode.syosetu.com/n9669bk/218/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제201화,「벌레의 예감」,2014/08/22 19:00,https://ncode.syosetu.com/n9669bk/219/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제202화,「시론 재방문」,2014/08/23 19:00,https://ncode.syosetu.com/n9669bk/220/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제203화,「팍스 왕」,2014/08/24 19:00,https://ncode.syosetu.com/n9669bk/221/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제204화,「카론 요새」,2014/08/25 19:00,https://ncode.syosetu.com/n9669bk/222/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제205화,「전쟁 준비」,2014/08/26 19:00,https://ncode.syosetu.com/n9669bk/223/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제206화,「전쟁」,2014/08/27 19:00,https://ncode.syosetu.com/n9669bk/224/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제207화,「긴급 소식과 자노바의 진의」,2014/08/28 19:00,https://ncode.syosetu.com/n9669bk/225/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제208화,「팍스에게로」,2014/08/29 19:00,https://ncode.syosetu.com/n9669bk/226/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제209화,「누구나 다 헛돈다」,2014/08/30 19:00,https://ncode.syosetu.com/n9669bk/227/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제210화,「전후」,2014/08/31 19:00,https://ncode.syosetu.com/n9669bk/228/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제211화,「자노바가 선택한 길」,2014/09/01 19:00,https://ncode.syosetu.com/n9669bk/229/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제20장 청년기 · 자노바 편,제212화,「기뻐해도 되는 거야」,2014/09/02 19:00,https://ncode.syosetu.com/n9669bk/230/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 간장(間章),제213화,「앞으로의 방향과 크리프의 고민」,2014/10/16 19:00,https://ncode.syosetu.com/n9669bk/231/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 간장(間章),제214화,「크리프와 자노바의 졸업식」,2014/10/17 19:00,https://ncode.syosetu.com/n9669bk/232/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 간장(間章),간화,"「시골뜨기, 도회지로 가다」",2014/10/18 19:00,https://ncode.syosetu.com/n9669bk/233/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 간장(間章),간화,「성인식」,2014/10/19 19:00,https://ncode.syosetu.com/n9669bk/234/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 간장(間章),제215화,「성과와 앞으로」,2014/10/20 19:00,https://ncode.syosetu.com/n9669bk/235/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 간장(間章),제216화,「그리고 밀리시온으로……」,2014/10/21 19:00,https://ncode.syosetu.com/n9669bk/236/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제217화,"「크리프, 고향으로 돌아가다」",2014/11/07 19:00,https://ncode.syosetu.com/n9669bk/237/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제218화,「라트레이아 가문」,2014/11/08 19:00,https://ncode.syosetu.com/n9669bk/238/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제219화,「미리스 교단 본부」,2014/11/09 19:00,https://ncode.syosetu.com/n9669bk/239/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제220화,"「교황과, 그리고……」",2014/11/10 19:00,https://ncode.syosetu.com/n9669bk/240/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제221화,「모른 척하기」,2014/11/11 19:00,https://ncode.syosetu.com/n9669bk/241/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제222화,「장기 장기」,2014/11/12 19:00,https://ncode.syosetu.com/n9669bk/242/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제223화,「뒤집어서 왕을 줍다」,2014/11/13 19:00,https://ncode.syosetu.com/n9669bk/243/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제224화,「강경 협상」,2014/11/14 19:00,https://ncode.syosetu.com/n9669bk/244/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제225화,「뭘 망설일 게 있나」,2014/11/15 19:00,https://ncode.syosetu.com/n9669bk/245/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제226화,"「집을 위해, 딸을 위해」",2014/11/16 19:00,https://ncode.syosetu.com/n9669bk/246/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제227화,「은혜를 위해」,2014/11/17 19:00,https://ncode.syosetu.com/n9669bk/247/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,제228화,「배신자에게 도망쳐서」,2014/11/18 19:00,https://ncode.syosetu.com/n9669bk/248/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제21장 청년기 · 크리프 편,간화,「미친개와 신의 아이」,2014/11/22 19:00,https://ncode.syosetu.com/n9669bk/249/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제229화,"「귀환, 보고, 그리고 다음 무대로」",2015/01/05 19:00,https://ncode.syosetu.com/n9669bk/250/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제230화,「사신의 고민」,2015/01/06 19:00,https://ncode.syosetu.com/n9669bk/251/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제231화,「왕룡왕국의 왕」,2015/01/07 19:00,https://ncode.syosetu.com/n9669bk/252/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제232화,"「잠입, 네크로스 요새」",2015/01/08 19:00,https://ncode.syosetu.com/n9669bk/253/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제233화,"「격투, 마왕 아토페」",2015/01/09 19:00,https://ncode.syosetu.com/n9669bk/254/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,간화,"「우리, 결혼했습니다」",2015/01/10 19:00,https://ncode.syosetu.com/n9669bk/255/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제234화,「네 번째」,2015/01/11 19:00,https://ncode.syosetu.com/n9669bk/256/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제235화,「명명」,2015/01/12 19:00,https://ncode.syosetu.com/n9669bk/257/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제236화,「이세계 전이 마법 장치」,2015/01/13 19:00,https://ncode.syosetu.com/n9669bk/258/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제237화,「나나호시의 행방」,2015/01/14 19:00,https://ncode.syosetu.com/n9669bk/259/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제22장 청년기 · 조직 편,제238화,「두 번째」,2015/01/15 19:00,https://ncode.syosetu.com/n9669bk/260/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제239화,「작전 회의」,2015/03/01 19:00,https://ncode.syosetu.com/n9669bk/261/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제240화,「찾아 헤매던 것」,2015/03/02 19:00,https://ncode.syosetu.com/n9669bk/262/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제241화,「찾아 헤매던 사람」,2015/03/03 19:00,https://ncode.syosetu.com/n9669bk/263/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제242화,「스페르드족의 마을」,2015/03/04 19:00,https://ncode.syosetu.com/n9669bk/264/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제243화,「명왕 비타」,2015/03/05 19:00,https://ncode.syosetu.com/n9669bk/265/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제244화,「역병」,2015/03/06 19:00,https://ncode.syosetu.com/n9669bk/266/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제245화,「천재」,2015/03/07 19:00,https://ncode.syosetu.com/n9669bk/267/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제246화,「수도」,2015/03/08 19:00,https://ncode.syosetu.com/n9669bk/268/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제247화,「3박 4일 스페르드족 견학 투어」,2015/03/09 19:00,https://ncode.syosetu.com/n9669bk/269/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제248화,「소실」,2015/03/10 19:00,https://ncode.syosetu.com/n9669bk/270/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제249화,「지룡곡의 바닥」,2015/03/11 19:00,https://ncode.syosetu.com/n9669bk/271/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제250화,「승기를 보다」,2015/03/12 19:00,https://ncode.syosetu.com/n9669bk/272/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제251화,「광검왕 vs 전검신」,2015/03/13 19:00,https://ncode.syosetu.com/n9669bk/273/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제252화,「3세 vs 2세 + α」,2015/03/14 19:00,https://ncode.syosetu.com/n9669bk/274/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제253화,「북신 3세 vs 데드엔드 + α」,2015/03/15 19:00,https://ncode.syosetu.com/n9669bk/275/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제254화,「알렉산더 vs 루데우스」,2015/03/15 21:00,https://ncode.syosetu.com/n9669bk/276/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제255화,「귀신신(鬼神)의 결투」,2015/03/16 19:00,https://ncode.syosetu.com/n9669bk/277/
